고유 ID,주문 Id,주문 날짜,배송 날짜,배송 형태,고객번호,고객 이름,세그먼트,국가,지역,시도,시군구,제품 코드,범주,하위 범주,매출,수량,수익,할인율
7600,IN-2023-61904,2023-02-20,2023-02-23,빠른 배송,JN-15370,이재혁,소비자,대한민국,호남,전라남도,나주시,FUR-BO-10002819,가구,책장,348838.164,3,82434.564,0.07 
7601,ID-2023-49808,2023-02-20,2023-02-24,일반 배송,US-17575,차승희,소비자,대한민국,부울경,울산광역시,동구,FUR-BO-10004507,가구,책장,157462.704,2,-70017.696,0.37 
7602,ID-2023-86551,2023-02-20,2023-02-24,일반 배송,SE-20050,차진미,홈 오피스,대한민국,수도권,서울특별시,서초구,TEC-AC-10002842,사무기기,악세사리,140527.44,2,-28139.76,0.40 
7603,IN-2023-13954,2023-02-21,2023-02-27,일반 배송,JB-10600,고수철,기업 고객,대한민국,호남,전라북도,정읍시,FUR-BO-10000210,가구,책장,2083394.88,7,260338.68,0.20 
7604,ID-2023-57221,2023-02-21,2023-02-27,일반 배송,GG-18745,권영호,기업 고객,대한민국,수도권,경기도,안산시,FUR-TA-10003291,가구,탁자,435082.428,2,-435120.372,0.57 
7605,ID-2023-57221,2023-02-21,2023-02-27,일반 배송,GG-18745,권영호,기업 고객,대한민국,수도권,경기도,안산시,TEC-CO-10002674,사무기기,복사기,321557.04,3,-158281.56,0.37 
7606,IN-2023-19022,2023-02-22,2023-02-28,일반 배송,JN-15160,민보람,소비자,대한민국,호남,전라남도,영암군,FUR-CH-10004572,가구,의자,251409.6,5,56487.6,0.20 
7607,IN-2023-66349,2023-02-22,2023-02-28,일반 배송,DG-17095,박하준,소비자,대한민국,대경권,대구광역시,남구,FUR-CH-10002412,가구,의자,392169.6,12,-125582.4,0.25 
7608,IN-2023-66349,2023-02-22,2023-02-28,일반 배송,DG-17095,박하준,소비자,대한민국,대경권,대구광역시,남구,TEC-MA-10004423,사무기기,전산기기,371583.45,3,69286.05,0.25 
7609,ID-2023-59713,2023-02-23,2023-02-28,일반 배송,BS-11905,배일성,홈 오피스,대한민국,부울경,부산광역시,연제구,OFF-ST-10004837,사무용품,수납용품,822013.92,7,-36713.88,0.10 
7610,IN-2023-45601,2023-02-23,2023-02-27,일반 배송,US-17800,장미영,홈 오피스,대한민국,부울경,울산광역시,남구,FUR-CH-10002060,가구,의자,420444,3,71420.4,0.00 
7611,ID-2023-78942,2023-02-23,2023-02-27,일반 배송,GJ-11080,허혁,소비자,대한민국,호남,광주광역시,서구,OFF-BI-10002335,사무용품,바인더,32053.5,5,-30829.5,0.50 
7612,ID-2023-39896,2023-02-24,2023-02-24,당일 배송,US-17575,차승희,소비자,대한민국,부울경,울산광역시,동구,OFF-LA-10004398,사무용품,라벨,34783.02,3,-3864.78,0.10 
7613,IN-2023-65817,2023-02-25,2023-02-28,표준 배송,JJ-12610,남별빛,기업 고객,대한민국,제주,제주특별자치도,서귀포시,TEC-CO-10000679,사무기기,복사기,1017235.8,7,10067.4,0.00 
7614,IN-2023-65817,2023-02-25,2023-02-28,표준 배송,JJ-12610,남별빛,기업 고객,대한민국,제주,제주특별자치도,서귀포시,TEC-AC-10001090,사무기기,악세사리,85251.6,2,37454.4,0.00 
7615,IN-2023-65817,2023-02-25,2023-02-28,표준 배송,JJ-12610,남별빛,기업 고객,대한민국,제주,제주특별자치도,서귀포시,OFF-BI-10004868,사무용품,바인더,24602.4,4,734.4,0.00 
7616,IN-2023-39959,2023-02-25,2023-02-28,특급 배송,BS-15880,박경미,소비자,대한민국,부울경,부산광역시,부산진구,OFF-AR-10002364,사무용품,필기구,13356.9,1,1759.5,0.10 
7617,ID-2023-37131,2023-02-25,2023-02-28,표준 배송,SE-19705,백종수,홈 오피스,대한민국,수도권,서울특별시,서대문구,TEC-CO-10001674,사무기기,복사기,161029.44,2,7417.44,0.35 
7618,ID-2023-37131,2023-02-25,2023-02-28,표준 배송,SE-19705,백종수,홈 오피스,대한민국,수도권,서울특별시,서대문구,OFF-LA-10003379,사무용품,라벨,14642.1,2,-10694.7,0.45 
7619,ID-2023-80300,2023-02-25,2023-02-26,특급 배송,CB-16420,조다혜,기업 고객,대한민국,충청,충청북도,음성군,OFF-EN-10003176,사무용품,봉투,66096,4,-6609.6,0.40 
7620,IN-2023-34870,2023-02-26,2023-02-28,빠른 배송,BS-17740,권재규,소비자,대한민국,부울경,부산광역시,해운대구,OFF-BI-10001645,사무용품,바인더,158446.8,3,15789.6,0.00 
7621,IN-2023-34870,2023-02-26,2023-02-28,빠른 배송,BS-17740,권재규,소비자,대한민국,부울경,부산광역시,해운대구,OFF-AP-10000391,사무용품,가전,85863.6,2,38617.2,0.00 
7622,IN-2023-31356,2023-02-27,2023-03-02,표준 배송,CN-12445,남산,소비자,대한민국,충청,충청남도,청양군,OFF-SU-10003527,사무용품,일반 사무용품,55049.4,7,-28702.8,0.50 
7623,ID-2023-84815,2023-02-27,2023-03-05,일반 배송,SE-16570,손보민,소비자,대한민국,수도권,서울특별시,강서구,OFF-ST-10004479,사무용품,수납용품,59853.6,2,-24969.6,0.40 
7624,ID-2023-13569,2023-02-27,2023-03-01,빠른 배송,SE-11875,최재선,기업 고객,대한민국,수도권,서울특별시,광진구,FUR-CH-10002631,가구,의자,194652.72,4,-2166.48,0.10 
7625,ID-2023-13569,2023-02-27,2023-03-01,빠른 배송,SE-11875,최재선,기업 고객,대한민국,수도권,서울특별시,광진구,OFF-ST-10001366,사무용품,수납용품,54639.36,2,-2460.24,0.10 
7626,ID-2023-44908,2023-02-27,2023-03-04,일반 배송,JN-10855,허동춘,소비자,대한민국,호남,전라남도,완도군,OFF-SU-10004848,사무용품,일반 사무용품,126419.31,5,-85944.69,0.47 
7627,ID-2023-44908,2023-02-27,2023-03-04,일반 배송,JN-10855,허동춘,소비자,대한민국,호남,전라남도,완도군,OFF-PA-10003332,사무용품,종이,48524.256,2,-15613.344,0.47 
7628,IN-2023-75379,2023-02-28,2023-03-05,일반 배송,SE-15925,강민,소비자,대한민국,수도권,서울특별시,종로구,FUR-CH-10001664,가구,의자,495811.8,3,109058.4,0.00 
7629,IN-2023-75379,2023-02-28,2023-03-05,일반 배송,SE-15925,강민,소비자,대한민국,수도권,서울특별시,종로구,OFF-AR-10004651,사무용품,필기구,173685.6,11,24235.2,0.00 
7630,IN-2023-79019,2023-02-28,2023-03-05,일반 배송,CN-21025,박동광,홈 오피스,대한민국,충청,충청남도,예산군,OFF-ST-10004183,사무용품,수납용품,123930,2,50796,0.00 
7631,IN-2023-71417,2023-02-28,2023-03-04,일반 배송,GG-17005,백덕수,소비자,대한민국,수도권,경기도,여주시,FUR-BO-10001708,가구,책장,556308,4,61812,0.10 
7632,IN-2023-71417,2023-02-28,2023-03-04,일반 배송,GG-17005,백덕수,소비자,대한민국,수도권,경기도,여주시,OFF-SU-10000649,사무용품,일반 사무용품,97822.08,3,-9859.32,0.10 
7633,IN-2023-65502,2023-02-28,2023-03-05,일반 배송,GB-10420,윤선호,기업 고객,대한민국,대경권,경상북도,군위군,FUR-CH-10004694,가구,의자,423748.8,3,152479.8,0.00 
7634,IN-2023-47463,2023-02-28,2023-03-05,일반 배송,BS-21910,이유영,소비자,대한민국,부울경,부산광역시,부산진구,OFF-BI-10002424,사무용품,바인더,15789.6,2,244.8,0.40 
7635,ID-2023-33638,2023-02-28,2023-03-05,일반 배송,US-17800,장미영,홈 오피스,대한민국,부울경,울산광역시,남구,TEC-CO-10002316,사무기기,복사기,757888.56,8,-116781.84,0.35 
7636,ID-2023-68029,2023-02-28,2023-03-03,표준 배송,JB-17200,최승준,기업 고객,대한민국,호남,전라북도,전주시,OFF-BI-10000348,사무용품,바인더,37307.52,8,-4553.28,0.40 
7637,IN-2023-51474,2023-02-28,2023-03-03,표준 배송,JB-18850,한다인,소비자,대한민국,호남,전라북도,김제시,TEC-CO-10003448,사무기기,복사기,393105.96,3,69878.16,0.10 
7638,IN-2023-51474,2023-02-28,2023-03-03,표준 배송,JB-18850,한다인,소비자,대한민국,호남,전라북도,김제시,OFF-FA-10000974,사무용품,파스너,12861.18,1,4262.58,0.10 
7639,IN-2023-18301,2023-03-01,2023-03-05,일반 배송,BS-14020,남한울,소비자,대한민국,부울경,부산광역시,영도구,OFF-SU-10001407,사무용품,일반 사무용품,89596.8,2,20563.2,0.00 
7640,IN-2023-18301,2023-03-01,2023-03-05,일반 배송,BS-14020,남한울,소비자,대한민국,부울경,부산광역시,영도구,OFF-EN-10004486,사무용품,봉투,40269.6,2,4406.4,0.00 
7641,IN-2023-24377,2023-03-01,2023-03-08,일반 배송,GG-11755,이희진,소비자,대한민국,수도권,경기도,남양주시,TEC-CO-10001482,사무기기,복사기,750373.2,6,97491.6,0.00 
7642,IN-2023-49675,2023-03-01,2023-03-06,일반 배송,SE-16795,현희순,홈 오피스,대한민국,수도권,서울특별시,강동구,TEC-MA-10003632,사무기기,전산기기,189352.8,4,92779.2,0.00 
7643,IN-2023-49675,2023-03-01,2023-03-06,일반 배송,SE-16795,현희순,홈 오피스,대한민국,수도권,서울특별시,강동구,OFF-BI-10001200,사무용품,바인더,29376,2,2019.6,0.00 
7644,ID-2023-17265,2023-03-01,2023-03-05,일반 배송,SE-16240,홍희창,기업 고객,대한민국,수도권,서울특별시,노원구,OFF-EN-10001491,사무용품,봉투,284212.8,6,56732.4,0.00 
7645,ID-2023-41156,2023-03-02,2023-03-06,일반 배송,GB-18355,신혜은,기업 고객,대한민국,대경권,경상북도,포항시,OFF-FA-10004606,사무용품,파스너,11478.06,2,-8350.74,0.45 
7646,IN-2023-61015,2023-03-03,2023-03-07,일반 배송,GN-14035,노혜미,기업 고객,대한민국,부울경,경상남도,양산시,OFF-BI-10000854,사무용품,바인더,61138.8,5,3304.8,0.10 
7647,ID-2023-61533,2023-03-03,2023-03-08,일반 배송,GG-17695,주주안,소비자,대한민국,수도권,경기도,부천시,OFF-FA-10004027,사무용품,파스너,55173.636,9,-43970.364,0.47 
7648,IN-2023-52482,2023-03-03,2023-03-05,빠른 배송,US-17575,차승희,소비자,대한민국,부울경,울산광역시,동구,TEC-CO-10000259,사무기기,복사기,918734.4,6,45900,0.00 
7649,IN-2023-52482,2023-03-03,2023-03-05,빠른 배송,US-17575,차승희,소비자,대한민국,부울경,울산광역시,동구,OFF-ST-10004703,사무용품,수납용품,47430,2,9486,0.00 
7650,ID-2023-69233,2023-03-04,2023-03-09,일반 배송,SE-19180,박희주,홈 오피스,대한민국,수도권,서울특별시,송파구,TEC-CO-10000794,사무기기,복사기,3010470.84,12,231501.24,0.35 
7651,ID-2023-69233,2023-03-04,2023-03-09,일반 배송,SE-19180,박희주,홈 오피스,대한민국,수도권,서울특별시,송파구,TEC-CO-10003250,사무기기,복사기,472486.95,5,-36391.05,0.35 
7652,ID-2023-69233,2023-03-04,2023-03-09,일반 배송,SE-19180,박희주,홈 오피스,대한민국,수도권,서울특별시,송파구,OFF-ST-10002834,사무용품,수납용품,72301.68,1,-31554.72,0.45 
7653,ID-2023-69233,2023-03-04,2023-03-09,일반 배송,SE-19180,박희주,홈 오피스,대한민국,수도권,서울특별시,송파구,OFF-BI-10004436,사무용품,바인더,12172.68,2,-1903.32,0.15 
7654,ID-2023-52797,2023-03-04,2023-03-10,일반 배송,IC-15415,송동구,소비자,대한민국,수도권,인천광역시,강화군,OFF-ST-10004228,사무용품,수납용품,92800.62,3,-23693.58,0.45 
7655,ID-2023-52797,2023-03-04,2023-03-10,일반 배송,IC-15415,송동구,소비자,대한민국,수도권,인천광역시,강화군,FUR-CH-10002209,가구,의자,43100.1,1,1698.3,0.25 
7656,ID-2023-52797,2023-03-04,2023-03-10,일반 배송,IC-15415,송동구,소비자,대한민국,수도권,인천광역시,강화군,OFF-BI-10004224,사무용품,바인더,17400.69,3,784.89,0.15 
7657,IN-2023-71928,2023-03-04,2023-03-09,일반 배송,BS-10615,전두환,기업 고객,대한민국,부울경,부산광역시,사상구,TEC-PH-10003556,사무기기,전화기,503186.4,4,176011.2,0.00 
7658,IN-2023-71928,2023-03-04,2023-03-09,일반 배송,BS-10615,전두환,기업 고객,대한민국,부울경,부산광역시,사상구,TEC-MA-10001372,사무기기,전산기기,354103.2,2,141616.8,0.00 
7659,IN-2023-71928,2023-03-04,2023-03-09,일반 배송,BS-10615,전두환,기업 고객,대한민국,부울경,부산광역시,사상구,OFF-ST-10000268,사무용품,수납용품,76897.8,7,21420,0.00 
7660,IN-2023-34422,2023-03-04,2023-03-08,일반 배송,GG-10045,최호영,기업 고객,대한민국,수도권,경기도,양주시,FUR-BO-10004507,가구,책장,232444.944,2,4964.544,0.07 
7661,IN-2023-48912,2023-03-04,2023-03-06,빠른 배송,US-13915,허서연,소비자,대한민국,부울경,울산광역시,남구,OFF-BI-10002243,사무용품,바인더,90239.4,3,38739.6,0.00 
7662,ID-2023-34821,2023-03-05,2023-03-10,일반 배송,GB-16675,남아람,기업 고객,대한민국,대경권,경상북도,의성군,TEC-CO-10003819,사무기기,복사기,879076.8,4,-97675.2,0.10 
7663,IN-2023-32462,2023-03-05,2023-03-06,특급 배송,IC-20440,신기덕,기업 고객,대한민국,수도권,인천광역시,서구,OFF-LA-10002020,사무용품,라벨,58797.9,5,8460.9,0.10 
7664,ID-2023-42584,2023-03-06,2023-03-11,일반 배송,DJ-16000,백선재,소비자,대한민국,충청,대전광역시,유성구,FUR-FU-10000422,가구,가구류,381153.6,8,-4406.4,0.10 
7665,ID-2023-42584,2023-03-06,2023-03-11,일반 배송,DJ-16000,백선재,소비자,대한민국,충청,대전광역시,유성구,OFF-AR-10003461,사무용품,필기구,47809.44,2,20147.04,0.10 
7666,IN-2023-84395,2023-03-07,2023-03-09,빠른 배송,GG-17395,김홍익,기업 고객,대한민국,수도권,경기도,김포시,TEC-AC-10001745,사무기기,악세사리,63036,2,15116.4,0.00 
7667,IN-2023-41891,2023-03-07,2023-03-11,일반 배송,GG-21310,남주석,소비자,대한민국,수도권,경기도,여주시,OFF-PA-10001818,사무용품,종이,173043,5,39780,0.00 
7668,ID-2023-12918,2023-03-07,2023-03-11,일반 배송,GN-10240,심종현,소비자,대한민국,부울경,경상남도,함안군,OFF-PA-10001236,사무용품,종이,164579.04,8,-7515.36,0.10 
7669,IN-2023-21087,2023-03-08,2023-03-13,일반 배송,GG-19195,허지만,홈 오피스,대한민국,수도권,경기도,하남시,FUR-CH-10000351,가구,의자,268928.1,5,80585.1,0.10 
7670,IN-2023-21087,2023-03-08,2023-03-13,일반 배송,GG-19195,허지만,홈 오피스,대한민국,수도권,경기도,하남시,FUR-FU-10001471,가구,가구류,129961.26,3,38987.46,0.10 
7671,IN-2023-21087,2023-03-08,2023-03-13,일반 배송,GG-19195,허지만,홈 오피스,대한민국,수도권,경기도,하남시,OFF-SU-10003522,사무용품,일반 사무용품,86998.86,3,32836.86,0.10 
7672,IN-2023-84150,2023-03-09,2023-03-14,일반 배송,SE-11845,현다영,기업 고객,대한민국,수도권,서울특별시,용산구,TEC-AC-10002756,사무기기,악세사리,83109.6,1,19920.6,0.00 
7673,ID-2023-46287,2023-03-10,2023-03-14,일반 배송,GG-16690,고서준,기업 고객,대한민국,수도권,경기도,시흥시,OFF-EN-10000219,사무용품,봉투,22399.2,6,-9914.4,0.50 
7674,ID-2023-10650,2023-03-10,2023-03-14,일반 배송,JB-10600,고수철,기업 고객,대한민국,호남,전라북도,정읍시,OFF-PA-10004326,사무용품,종이,20563.2,2,-9608.4,0.40 
7675,ID-2023-65551,2023-03-10,2023-03-13,특급 배송,IC-13930,고영아,소비자,대한민국,수도권,인천광역시,동구,OFF-SU-10002911,사무용품,일반 사무용품,47875.536,4,-17241.264,0.47 
7676,IN-2023-71298,2023-03-10,2023-03-10,당일 배송,GW-18370,나유진,소비자,대한민국,강원,강원도,홍천군,OFF-PA-10002811,사무용품,종이,128198.7,5,1361.7,0.10 
7677,IN-2023-57172,2023-03-10,2023-03-14,일반 배송,DJ-12025,박민준,소비자,대한민국,충청,대전광역시,유성구,FUR-BO-10004043,가구,책장,1255273.2,3,25061.4,0.00 
7678,ID-2023-16173,2023-03-10,2023-03-14,일반 배송,GG-13855,송소은,기업 고객,대한민국,수도권,경기도,김포시,TEC-CO-10000764,사무기기,복사기,815949,5,-620262,0.50 
7679,ID-2023-16173,2023-03-10,2023-03-14,일반 배송,GG-13855,송소은,기업 고객,대한민국,수도권,경기도,김포시,OFF-EN-10001154,사무용품,봉투,18360,4,-17625.6,0.50 
7680,ID-2023-16173,2023-03-10,2023-03-14,일반 배송,GG-13855,송소은,기업 고객,대한민국,수도권,경기도,김포시,OFF-FA-10000577,사무용품,파스너,13678.2,2,-30.6,0.50 
7681,ID-2023-74315,2023-03-10,2023-03-13,특급 배송,BS-18445,조우철,홈 오피스,대한민국,부울경,부산광역시,수영구,TEC-PH-10000922,사무기기,전화기,298288.8,8,-83599.2,0.50 
7682,ID-2023-74315,2023-03-10,2023-03-13,특급 배송,BS-18445,조우철,홈 오피스,대한민국,부울경,부산광역시,수영구,OFF-SU-10004198,사무용품,일반 사무용품,36582.3,3,-27126.9,0.50 
7683,IN-2023-80293,2023-03-11,2023-03-16,일반 배송,US-17545,도효신,홈 오피스,대한민국,부울경,울산광역시,남구,TEC-CO-10003017,사무기기,복사기,507592.8,4,10036.8,0.00 
7684,IN-2023-80293,2023-03-11,2023-03-16,일반 배송,US-17545,도효신,홈 오피스,대한민국,부울경,울산광역시,남구,OFF-BI-10004486,사무용품,바인더,60159.6,2,25826.4,0.00 
7685,IN-2023-50977,2023-03-11,2023-03-15,일반 배송,GG-16780,류미애,기업 고객,대한민국,수도권,경기도,시흥시,TEC-CO-10000786,사무기기,복사기,652453.2,2,123930,0.00 
7686,IN-2023-50977,2023-03-11,2023-03-15,일반 배송,GG-16780,류미애,기업 고객,대한민국,수도권,경기도,시흥시,FUR-CH-10000110,가구,의자,92106,2,39596.4,0.00 
7687,ID-2023-65327,2023-03-11,2023-03-16,일반 배송,SE-21700,조준희,홈 오피스,대한민국,수도권,서울특별시,서초구,OFF-SU-10001308,사무용품,일반 사무용품,126500.4,6,-71604,0.47 
7688,IN-2023-66510,2023-03-11,2023-03-16,일반 배송,DG-20380,오규식,소비자,대한민국,대경권,대구광역시,달성군,TEC-AC-10003951,사무기기,악세사리,142381.8,3,71145,0.00 
7689,ID-2023-58096,2023-03-11,2023-03-12,특급 배송,IC-18070,전정한,홈 오피스,대한민국,수도권,인천광역시,중구,TEC-PH-10001362,사무기기,전화기,458871.48,6,71291.88,0.10 
7690,ID-2023-58096,2023-03-11,2023-03-12,특급 배송,IC-18070,전정한,홈 오피스,대한민국,수도권,인천광역시,중구,FUR-FU-10002722,가구,가구류,185289.12,4,-4186.08,0.10 
7691,ID-2023-58096,2023-03-11,2023-03-12,특급 배송,IC-18070,전정한,홈 오피스,대한민국,수도권,인천광역시,중구,OFF-BI-10001266,사무용품,바인더,82950.48,3,4553.28,0.10 
7692,IN-2023-23397,2023-03-11,2023-03-15,일반 배송,BS-18445,조우철,홈 오피스,대한민국,부울경,부산광역시,수영구,FUR-CH-10002573,가구,의자,426870,1,33201,0.10 
7693,IN-2023-75470,2023-03-11,2023-03-13,빠른 배송,US-12460,진태진,소비자,대한민국,부울경,울산광역시,중구,FUR-BO-10001073,가구,책장,3124535.4,7,593548.2,0.00 
7694,IN-2023-75470,2023-03-11,2023-03-13,빠른 배송,US-12460,진태진,소비자,대한민국,부울경,울산광역시,중구,OFF-EN-10003498,사무용품,봉투,235773,5,87210,0.00 
7695,IN-2023-75470,2023-03-11,2023-03-13,빠른 배송,US-12460,진태진,소비자,대한민국,부울경,울산광역시,중구,FUR-BO-10000699,가구,책장,170013.6,1,18696.6,0.00 
7696,IN-2023-75470,2023-03-11,2023-03-13,빠른 배송,US-12460,진태진,소비자,대한민국,부울경,울산광역시,중구,OFF-EN-10001136,사무용품,봉투,139903.2,3,26530.2,0.00 
7697,IN-2023-75470,2023-03-11,2023-03-13,빠른 배송,US-12460,진태진,소비자,대한민국,부울경,울산광역시,중구,OFF-BI-10003917,사무용품,바인더,13494.6,3,4039.2,0.00 
7698,IN-2023-41898,2023-03-12,2023-03-14,빠른 배송,BS-13090,노진헌,소비자,대한민국,부울경,부산광역시,수영구,OFF-SU-10002961,사무용품,일반 사무용품,10465.2,1,2815.2,0.00 
7699,ID-2023-14066,2023-03-12,2023-03-16,일반 배송,GN-18505,문태식,소비자,대한민국,부울경,경상남도,김해시,FUR-CH-10004600,가구,의자,750556.8,14,205632,0.27 
7700,ID-2023-14066,2023-03-12,2023-03-16,일반 배송,GN-18505,문태식,소비자,대한민국,부울경,경상남도,김해시,FUR-BO-10003887,가구,책장,328381.452,3,-172020.348,0.37 
7701,ID-2023-14066,2023-03-12,2023-03-16,일반 배송,GN-18505,문태식,소비자,대한민국,부울경,경상남도,김해시,TEC-AC-10000269,사무기기,악세사리,93026.448,4,-54465.552,0.47 
7702,ID-2023-14066,2023-03-12,2023-03-16,일반 배송,GN-18505,문태식,소비자,대한민국,부울경,경상남도,김해시,OFF-ST-10004897,사무용품,수납용품,39316.104,2,13734.504,0.17 
7703,ID-2023-77675,2023-03-12,2023-03-15,빠른 배송,CN-21220,임유나,소비자,대한민국,충청,충청남도,천안시,OFF-LA-10003610,사무용품,라벨,20434.68,3,-1413.72,0.40 
7704,IN-2023-52034,2023-03-13,2023-03-20,일반 배송,GG-19450,배세훈,소비자,대한민국,수도권,경기도,구리시,TEC-CO-10003342,사무기기,복사기,1614609,5,339048,0.00 
7705,IN-2023-76058,2023-03-13,2023-03-15,빠른 배송,SE-14305,오승리,소비자,대한민국,수도권,서울특별시,광진구,FUR-CH-10004694,가구,의자,988747.2,7,355786.2,0.00 
7706,IN-2023-76058,2023-03-13,2023-03-15,빠른 배송,SE-14305,오승리,소비자,대한민국,수도권,서울특별시,광진구,FUR-FU-10000496,가구,가구류,115423.2,2,54223.2,0.00 
7707,IN-2023-76058,2023-03-13,2023-03-15,빠른 배송,SE-14305,오승리,소비자,대한민국,수도권,서울특별시,광진구,OFF-PA-10000302,사무용품,종이,85557.6,3,31579.2,0.00 
7708,IN-2023-76058,2023-03-13,2023-03-15,빠른 배송,SE-14305,오승리,소비자,대한민국,수도권,서울특별시,광진구,OFF-PA-10000382,사무용품,종이,63648,2,26071.2,0.00 
7709,IN-2023-76058,2023-03-13,2023-03-15,빠른 배송,SE-14305,오승리,소비자,대한민국,수도권,서울특별시,광진구,OFF-AR-10001773,사무용품,필기구,53917.2,2,11811.6,0.00 
7710,IN-2023-76058,2023-03-13,2023-03-15,빠른 배송,SE-14305,오승리,소비자,대한민국,수도권,서울특별시,광진구,OFF-EN-10003601,사무용품,봉투,50490,5,0,0.00 
7711,IN-2023-76058,2023-03-13,2023-03-15,빠른 배송,SE-14305,오승리,소비자,대한민국,수도권,서울특별시,광진구,OFF-FA-10003604,사무용품,파스너,46267.2,4,6364.8,0.00 
7712,IN-2023-30453,2023-03-13,2023-03-15,빠른 배송,SE-12985,장규보,소비자,대한민국,수도권,서울특별시,은평구,OFF-FA-10000263,사무용품,파스너,36187.56,3,13604.76,0.10 
7713,ID-2023-76856,2023-03-14,2023-03-19,일반 배송,DG-11455,구보검,홈 오피스,대한민국,대경권,대구광역시,달서구,TEC-AC-10004252,사무기기,악세사리,21491.91,1,-17217.09,0.45 
7714,IN-2023-24461,2023-03-14,2023-03-19,일반 배송,SE-13735,김민재,홈 오피스,대한민국,수도권,서울특별시,강북구,OFF-LA-10002139,사무용품,라벨,33708.96,3,2955.96,0.10 
7715,IN-2023-12897,2023-03-14,2023-03-18,일반 배송,JN-12520,소경애,소비자,대한민국,호남,전라남도,해남군,OFF-AP-10004964,사무용품,가전,3641035.86,7,687646.26,0.10 
7716,IN-2023-12897,2023-03-14,2023-03-18,일반 배송,JN-12520,소경애,소비자,대한민국,호남,전라남도,해남군,FUR-FU-10002659,가구,가구류,155656.08,3,41456.88,0.10 
7717,IN-2023-19561,2023-03-14,2023-03-19,일반 배송,CB-11395,이선영,기업 고객,대한민국,충청,충청북도,청주시,OFF-ST-10004060,사무용품,수납용품,1268859.6,6,545475.6,0.00 
7718,IN-2023-19561,2023-03-14,2023-03-19,일반 배송,CB-11395,이선영,기업 고객,대한민국,충청,충청북도,청주시,FUR-CH-10003910,가구,의자,531858.6,7,233906.4,0.00 
7719,ID-2023-41597,2023-03-15,2023-03-17,빠른 배송,GG-17680,남유비,홈 오피스,대한민국,수도권,경기도,양평군,FUR-CH-10003616,가구,의자,1714218.12,5,375621.12,0.27 
7720,ID-2023-41597,2023-03-15,2023-03-17,빠른 배송,GG-17680,남유비,홈 오피스,대한민국,수도권,경기도,양평군,TEC-PH-10003239,사무기기,전화기,809459.658,7,243757.458,0.17 
7721,ID-2023-41597,2023-03-15,2023-03-17,빠른 배송,GG-17680,남유비,홈 오피스,대한민국,수도권,경기도,양평군,FUR-CH-10002944,가구,의자,265911.552,4,-76563.648,0.27 
7722,ID-2023-41597,2023-03-15,2023-03-17,빠른 배송,GG-17680,남유비,홈 오피스,대한민국,수도권,경기도,양평군,TEC-PH-10001535,사무기기,전화기,213343.2,2,10281.6,0.17 
7723,ID-2023-41597,2023-03-15,2023-03-17,빠른 배송,GG-17680,남유비,홈 오피스,대한민국,수도권,경기도,양평군,OFF-LA-10000624,사무용품,라벨,30579.192,4,7323.192,0.17 
7724,ID-2023-41597,2023-03-15,2023-03-17,빠른 배송,GG-17680,남유비,홈 오피스,대한민국,수도권,경기도,양평군,OFF-LA-10000540,사무용품,라벨,23620.14,6,2689.74,0.17 
7725,ID-2023-18665,2023-03-15,2023-03-21,일반 배송,IC-18550,박의수,소비자,대한민국,수도권,인천광역시,동구,FUR-CH-10004312,가구,의자,435132,12,-5875.2,0.25 
7726,ID-2023-18665,2023-03-15,2023-03-21,일반 배송,IC-18550,박의수,소비자,대한민국,수도권,인천광역시,동구,FUR-BO-10004161,가구,책장,251628.39,3,-127781.01,0.35 
7727,ID-2023-18665,2023-03-15,2023-03-21,일반 배송,IC-18550,박의수,소비자,대한민국,수도권,인천광역시,동구,OFF-BI-10000328,사무용품,바인더,131480.55,3,30867.75,0.15 
7728,IN-2023-34009,2023-03-15,2023-03-19,일반 배송,SE-13540,박태근,소비자,대한민국,수도권,서울특별시,송파구,FUR-CH-10000430,가구,의자,1079182.44,7,347689.44,0.10 
7729,IN-2023-34009,2023-03-15,2023-03-19,일반 배송,SE-13540,박태근,소비자,대한민국,수도권,서울특별시,송파구,TEC-MA-10001475,사무기기,전산기기,304537.32,3,43917.12,0.10 
7730,IN-2023-34009,2023-03-15,2023-03-19,일반 배송,SE-13540,박태근,소비자,대한민국,수도권,서울특별시,송파구,OFF-AR-10001208,사무용품,필기구,150203.16,3,63360.36,0.10 
7731,IN-2023-48877,2023-03-15,2023-03-20,일반 배송,CN-12100,서예지,홈 오피스,대한민국,충청,충청남도,논산시,OFF-BI-10002682,사무용품,바인더,168541.128,4,34513.128,0.17 
7732,IN-2023-48877,2023-03-15,2023-03-20,일반 배송,CN-12100,서예지,홈 오피스,대한민국,충청,충청남도,논산시,TEC-MA-10004954,사무기기,전산기기,62834.652,2,19627.452,0.17 
7733,ID-2023-63955,2023-03-15,2023-03-20,일반 배송,IC-18070,전정한,홈 오피스,대한민국,수도권,인천광역시,중구,TEC-AC-10000860,사무기기,악세사리,149043.42,5,-98510.58,0.47 
7734,IN-2023-39735,2023-03-16,2023-03-22,일반 배송,DG-11455,구보검,홈 오피스,대한민국,대경권,대구광역시,달서구,TEC-CO-10003777,사무기기,복사기,3365553.24,14,373607.64,0.10 
